Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item
14-kt-plated-mesh-long-2-strand-long-necklace,14 kt plated mesh long 2 strand long necklace,"<meta charset=""utf-8""><span>14 kt plated mesh long 2 strand long necklace</span>",MONA ASSEMI ,"",necklace,true,Title,Default Title,,,,,"",0.0,,1,deny,manual,498.00,,true,true,"",https://cdn.shopify.com/s/files/1/0755/2497/products/Photo_Dec_14_1_47_09_AM_grande_1a7b67ef-720f-49fe-b0ec-43742a68489f.jpg?v=1450251249,1,,false,,,,,,,,,,,,,,,,,lb,,
14-kt-plated-cuff-with-gray-swarovski-crystal-in-center,14 kt plated cuff with gray swarovski crystal in center,"<meta charset=""utf-8""><span>14 kt plated cuff with gray swarovski crystal in center</span>",MONA ASSEMI ,"",cuff,true,Title,Default Title,,,,,"",0.0,,1,deny,manual,498.00,,true,true,"",https://cdn.shopify.com/s/files/1/0755/2497/products/Photo_Dec_14_1_40_41_AM.jpg?v=1450128080,1,,false,,,,,,,,,,,,,,,,,lb,,
14-kt-plated-gold-bangle,14 kt plated gold bangle,"<meta charset=""utf-8""><span>14 kt plated gold bangle</span>",MONA ASSEMI ,"",bangles,true,Title,Default Title,,,,,"",0.0,,1,deny,manual,498.00,,true,true,"",https://cdn.shopify.com/s/files/1/0755/2497/products/Photo_Dec_14_1_40_05_AM.jpg?v=1450127989,1,,false,,,,,,,,,,,,,,,,,lb,,
14-kt-gold-mesh-bracelet-with-baguette-clear-swarovski,14 kt gold mesh bracelet with baguette clear swarovski,"<meta charset=""utf-8""><span>14 kt gold mesh bracelet with baguette clear swarovski</span>",MONA ASSEMI ,"",bracelet,true,Title,Default Title,,,,,"",0.0,,1,deny,manual,498.00,,true,true,"",https://cdn.shopify.com/s/files/1/0755/2497/products/Photo_Dec_14_1_39_57_AM.jpg?v=1450127747,1,,false,,,,,,,,,,,,,,,,,lb,,
14-gold-plated-cuff,14 gold plated cuff,"<meta charset=""utf-8""><span>14 gold plated cuff </span>",MONA ASSEMI ,"",cuff,true,Title,Default Title,,,,,"",0.0,,1,deny,manual,488.00,,true,true,"",https://cdn.shopify.com/s/files/1/0755/2497/products/Photo_Dec_14_1_39_49_AM.jpg?v=1450127650,1,,false,,,,,,,,,,,,,,,,,lb,,
statement-bracelet-cuff,Statement bracelet cuff,"<meta charset=""utf-8""><span>Statement bracelet cuff</span>",MONA ASSEMI ,"",bracelet,true,Title,Default Title,,,,,"",0.0,,1,deny,manual,588.00,,true,true,"",https://cdn.shopify.com/s/files/1/0755/2497/products/Photo_Dec_14_1_38_04_AM.jpg?v=1450127308,1,,false,,,,,,,,,,,,,,,,,lb,,
14kt-plated-gold-ear-cuff,14kt plated gold ear cuff,"<meta charset=""utf-8""><span>14kt plated gold ear cuff</span>",MONA ASSEMI ,"",earings,true,Title,Default Title,,,,,"",0.0,,1,deny,manual,398.00,,true,true,"",https://cdn.shopify.com/s/files/1/0755/2497/products/315.jpg?v=1449173007,1,,false,,,,,,,,,,,,,,,,,lb,,
14-kt-plated-gold-statement-spring-earrings,14 kt plated gold statement spring earrings,"<meta charset=""utf-8"">
<div><span>14 kt plated gold statement spring earrings</span></div>",MONA ASSEMI ,"",earings,true,Title,Default Title,,,,,"",0.0,,1,deny,manual,488.00,,true,true,"",https://cdn.shopify.com/s/files/1/0755/2497/products/292_1.jpg?v=1449095007,1,,false,,,,,,,,,,,,,,,,,lb,,
14-kt-plated-mesh-necklace-with-clear-swarovski-crystals,14 kt plated mesh necklace with clear swarovski crystals.,"<meta charset=""utf-8""><span>14 kt plated mesh necklace with clear swarovski crystals.</span>",MONA ASSEMI ,"",necklace,true,Title,Default Title,,,,,"",0.0,,1,deny,manual,598.00,,true,true,"",https://cdn.shopify.com/s/files/1/0755/2497/products/202_1_grande_ca86b394-5ba5-4113-82f5-fd5a977bc58e.jpg?v=1450252260,1,,false,,,,,,,,,,,,,,,,,lb,,
14-kt-plated-gold-statement-necklace-with-an-array-of-different-color-swarovski-crystals,14 kt plated gold statement necklace with an array of different color Swarovski crystals.,"<meta charset=""utf-8""><span>14 kt plated gold statement necklace with an array of different color Swarovski crystals.</span>",MONA ASSEMI ,"",necklace,true,Title,Default Title,,,,,"",0.0,,1,deny,manual,648.00,,true,true,"",https://cdn.shopify.com/s/files/1/0755/2497/products/233_1_grande_018b2cf0-fc93-44de-9aa7-ddf07cc29b59.jpg?v=1450249968,1,,false,,,,,,,,,,,,,,,,,lb,,
14-kt-plated-gold-earrings-with-bent-and-folded-ends,14 kt plated gold earrings with bent and folded ends.,"<meta charset=""utf-8""><span>14 kt plated gold earrings with bent and folded ends.</span>",MONA ASSEMI ,"",earings,true,Title,Default Title,,,,,"",0.0,,1,deny,manual,498.00,,true,true,"",https://cdn.shopify.com/s/files/1/0755/2497/products/265.jpg?v=1449090322,1,,false,,,,,,,,,,,,,,,,,lb,,
14-kt-plated-gold-earrings-with-balls-on-end-1,14 kt plated gold earrings with balls on end,"<meta charset=""utf-8""><span>14 kt plated gold earrings with balls on end</span>",MONA ASSEMI ,"",earings,true,Title,Default Title,,,,,"",0.0,,0,deny,manual,388.00,,true,true,"",https://cdn.shopify.com/s/files/1/0755/2497/products/263.jpg?v=1449090233,1,,false,,,,,,,,,,,,,,,,,lb,,
silver-fringe-statement-necklace,Silver fringe statement necklace.,"<meta charset=""utf-8""><span>Silver fringe statement necklace.</span>",MONA ASSEMI ,"",necklace,true,Title,Default Title,,,,,"",0.0,,1,deny,manual,1100.00,,true,true,"",https://cdn.shopify.com/s/files/1/0755/2497/products/249.jpg?v=1449090064,1,,false,,,,,,,,,,,,,,,,,lb,,
acids-necklace-with-hollow-spheres-in-14-kt-plated-gold,Acids necklace with hollow spheres in 14 kt plated gold,"<meta charset=""utf-8""><span>Acids necklace with hollow spheres in 14 kt plated gold</span>",MONA ASSEMI ,"",necklace,true,Title,Default Title,,,,,"",0.0,,1,deny,manual,585.00,,true,true,"",https://cdn.shopify.com/s/files/1/0755/2497/products/238.jpg?v=1449090010,1,,false,,,,,,,,,,,,,,,,,lb,,
silverfold-over-earrings-with-amber-colored-swarovski-crystal,Silverfold over earrings with amber colored Swarovski crystal,"<meta charset=""utf-8""><span>Silverfold over earrings with amber colored Swarovski crystal</span>",MONA ASSEMI ,"",earings,true,Title,Default Title,,,,,"",0.0,,1,deny,manual,425.00,,true,true,"",https://cdn.shopify.com/s/files/1/0755/2497/products/MonaAssemi0167_1024x1024_67dd9899-f556-47eb-89b9-a745ff37f7ea.JPG?v=1450250977,1,,false,,,,,,,,,,,,,,,,,lb,,
14-kt-plated-statement-necklace-1,14 kt plated statement necklace.,"<meta charset=""utf-8""><span>14 kt plated statement necklace.</span>",MONA ASSEMI ,"",necklace,true,Title,Default Title,,,,,"",0.0,,1,deny,manual,598.00,,true,true,"",https://cdn.shopify.com/s/files/1/0755/2497/products/MonaAssemi0151_grande_27ba3644-6764-46ac-a76e-3ff9df661dae.JPG?v=1450250936,1,,false,,,,,,,,,,,,,,,,,lb,,
rose-gold-cage-earrings-with-clear-swarovski-crystal,Rose gold cage earrings with clear Swarovski crystal,"<meta charset=""utf-8""><span>Rose gold cage earrings with clear Swarovski crystal</span>",MONA ASSEMI ,"",earings,true,Title,Default Title,,,,,"",0.0,,1,deny,manual,488.00,,true,true,"",https://cdn.shopify.com/s/files/1/0755/2497/products/318.jpg?v=1449089294,1,,false,,,,,,,,,,,,,,,,,lb,,
14-kt-plated-gold-multi-hoop-earrings,14 kt plated gold multi hoop earrings,"<meta charset=""utf-8""><span>14 kt plated gold multi hoop earrings</span>",MONA ASSEMI ,"",earings,true,Title,Default Title,,,,,"",0.0,,1,deny,manual,425.00,,true,true,"",https://cdn.shopify.com/s/files/1/0755/2497/products/305.jpg?v=1449089166,1,,false,,,,,,,,,,,,,,,,,lb,,
14-kt-plated-gold-earrings-with-clear-tear-shaped-swarovski-and-fringe,14 kt plated gold earrings with clear tear shaped swarovski and fringe,"<meta charset=""utf-8""><span>14 kt plated gold earrings with clear tear shaped swarovski and fringe</span>",MONA ASSEMI ,"",earings,true,Title,Default Title,,,,,"",0.0,,1,deny,manual,525.00,,true,true,"",https://cdn.shopify.com/s/files/1/0755/2497/products/295.jpg?v=1449088859,1,,false,,,,,,,,,,,,,,,,,lb,,
14-kt-plated-gold-earrings-with-apricot-color-swarovski-crystal-detail,14 kt plated gold earrings with apricot color Swarovski crystal detail,"<meta charset=""utf-8""><span>14 kt plated gold earrings with apricot color Swarovski crystal detail</span>",MONA ASSEMI ,"",earings,true,Title,Default Title,,,,,"",0.0,,1,deny,manual,498.00,,true,true,"",https://cdn.shopify.com/s/files/1/0755/2497/products/272.jpg?v=1449088776,1,,false,,,,,,,,,,,,,,,,,lb,,
14-kt-plated-gold-statement-bracelet,14 kt plated gold statement bracelet.,"<meta charset=""utf-8""><span>14 kt plated gold statement bracelet.</span>",MONA ASSEMI ,"",bracelet,true,Title,Default Title,,,,,"",0.0,,1,deny,manual,525.00,,true,true,"",https://cdn.shopify.com/s/files/1/0755/2497/products/181.jpg?v=1449018943,1,,false,,,,,,,,,,,,,,,,,lb,,
14-kt-gold-plated-gold-earrings-with-date-colored-swarovski-crystal-detail,14 kt gold plated gold earrings with date colored swarovski crystal detail,"<meta charset=""utf-8""><span>14 kt gold plated gold earrings with date colored swarovski crystal detail</span>",MONA ASSEMI ,"",earings,true,Title,Default Title,,,,,"",0.0,,1,deny,manual,488.00,,true,true,"",https://cdn.shopify.com/s/files/1/0755/2497/products/Photo_Dec_14_1_55_38_AM.jpg?v=1450132426,1,,false,,,,,,,,,,,,,,,,,lb,,
14-kt-plated-gold-bracelet-with-protruding-spheres,14 kt plated gold bracelet with protruding spheres.,"<meta charset=""utf-8""><span>14 kt plated gold bracelet with protruding spheres.</span>",MONA ASSEMI ,"",bracelet,true,Title,Default Title,,,,,"",0.0,,1,deny,manual,448.00,,true,true,"",https://cdn.shopify.com/s/files/1/0755/2497/products/175.jpg?v=1449018718,1,,false,,,,,,,,,,,,,,,,,lb,,
14-kt-plated-gold-earrings-with-layered-squares,14 kt plated gold earrings with layered squares,"<meta charset=""utf-8""><span>14 kt plated gold earrings with layered squares</span>",MONA ASSEMI ,"",earings,true,Title,Default Title,,,,,"",0.0,,1,deny,manual,488.00,,true,true,"",https://cdn.shopify.com/s/files/1/0755/2497/products/258_1.jpg?v=1449018586,1,,false,,,,,,,,,,,,,,,,,lb,,
zodiac-sign-necklace-virgo,Zodiac Sign Necklace Virgo,Zodiac Sign Necklace,MONA ASSEMI ,Zodiac Necklaces,necklace,true,Title,Default Title,,,,,"",0.0,,-3,deny,manual,288.00,,true,true,"",https://cdn.shopify.com/s/files/1/0755/2497/products/MonaAssemi0245_1024x1024_776f39a0-c72b-4105-9b2c-220f663698c8.jpg?v=1450257126,1,,false,,,,,,,,,,,,,,,,,lb,,
zodiac-sign-necklace-aquarius,Zodiac Sign Necklace Aquarius,Zodiac Sign Necklace,MONA ASSEMI ,Zodiac Necklaces,necklace,true,Title,Default Title,,,,,"",0.0,,-5,deny,manual,288.00,,true,true,"",https://cdn.shopify.com/s/files/1/0755/2497/products/MonaAssemi0244_1024x1024_77aa2122-1c8c-4859-b773-c1db73bb172f.jpg?v=1450256604,1,,false,,,,,,,,,,,,,,,,,lb,,
zodiac-sign-necklace-sagitarius,Zodiac Sign Necklace Sagitarius,Zodiac Sign Necklace,MONA ASSEMI ,Zodiac Necklaces,necklace,true,Title,Default Title,,,,,"",0.0,,-2,deny,manual,288.00,,true,true,"",https://cdn.shopify.com/s/files/1/0755/2497/products/MonaAssemi0243_1024x1024_18e1f326-982f-42a2-b7c2-5b2e7da8815f.jpg?v=1450257513,1,,false,,,,,,,,,,,,,,,,,lb,,
zodiac-sign-necklace,Zodiac Sign Necklace,Zodiac Sign Necklace,MONA ASSEMI ,Zodiac Necklaces,necklace,true,Title,Default Title,,,,,"",0.0,,-5,deny,manual,288.00,,true,true,"",https://cdn.shopify.com/s/files/1/0755/2497/products/MonaAssemi0242_1024x1024_b90118a7-eb7b-4a5c-b85c-d2526f3031e3.jpg?v=1450256471,1,,false,,,,,,,,,,,,,,,,,lb,,
zodiac-sign-necklace-scorpio,Zodiac Sign Necklace Scorpio,Zodiac Sign Necklace,MONA ASSEMI ,Zodiac Necklaces,necklace,true,Title,Default Title,,,,,"",0.0,,-6,deny,manual,288.00,,true,true,"",https://cdn.shopify.com/s/files/1/0755/2497/products/MonaAssemi0241.JPG?v=1447706919,1,,false,,,,,,,,,,,,,,,,,lb,,
zodiac-sign-necklace-taurus,Zodiac Sign Necklace Taurus,Zodiac Sign Necklace,MONA ASSEMI ,Zodiac Necklaces,necklace,true,Title,Default Title,,,,,"",0.0,,-1,deny,manual,288.00,,true,true,"",https://cdn.shopify.com/s/files/1/0755/2497/products/MonaAssemi0240_1024x1024_ac2cb8eb-2c7e-48aa-9a5f-f9ffeb5a959a.jpg?v=1450257251,1,,false,,,,,,,,,,,,,,,,,lb,,
zodiac-sign-necklace-capricorn-1,Zodiac Sign Necklace Capricorn,<div>Zodiac Sign Necklace</div>,MONA ASSEMI ,"",necklace,false,Title,Default Title,,,,,"",0.0,,1,deny,manual,0.00,,true,true,"",https://cdn.shopify.com/s/files/1/0755/2497/products/MonaAssemi0239_1024x1024_c35b850f-c25e-4448-9540-dd378cef3cb5.jpg?v=1450257332,1,,false,,,,,,,,,,,,,,,,,lb,,
zodiac-sign-necklace-cancer,Zodiac Sign Necklace Cancer,Zodiac Sign Necklace,MONA ASSEMI ,Zodiac Necklaces,necklace,true,Title,Default Title,,,,,"",0.0,,-6,deny,manual,288.00,,true,true,"",https://cdn.shopify.com/s/files/1/0755/2497/products/MonaAssemi0238_1024x1024_4127016f-9ff1-444f-914c-c23adeb7095f.jpg?v=1450256623,1,,false,,,,,,,,,,,,,,,,,lb,,
zodiac-sign-necklace-leo,Zodiac Sign Necklace Leo,Zodiac Sign Necklace,MONA ASSEMI ,Zodiac Necklaces,necklace,true,Title,Default Title,,,,,"",0.0,,-1,deny,manual,288.00,,true,true,"",https://cdn.shopify.com/s/files/1/0755/2497/products/MonaAssemi0237_1024x1024_a5d99b91-0b30-44c6-8e2f-a3b34fad88e6.jpg?v=1450256965,1,,false,,,,,,,,,,,,,,,,,lb,,
zodiac-sign-necklace-gemini,Zodiac Sign Necklace Gemini,Zodiac Sign Necklace,MONA ASSEMI ,Zodiac Necklaces,necklace,true,Title,Default Title,,,,,"",0.0,,-2,deny,manual,288.00,,true,true,"",https://cdn.shopify.com/s/files/1/0755/2497/products/MonaAssemi0236_1024x1024_1fbf33af-1a92-43a9-a3ce-6dfbee1a0786.jpg?v=1450257463,1,,false,,,,,,,,,,,,,,,,,lb,,
zodiac-sign-necklace-capricorn,Zodiac Sign Necklace Capricorn,Zodiac Sign Necklace,MONA ASSEMI ,Zodiac Necklaces,necklace,true,Title,Default Title,,,,,"",0.0,,0,deny,manual,288.00,,true,true,"",https://cdn.shopify.com/s/files/1/0755/2497/products/MonaAssemi0235.JPG?v=1447706720,1,,false,,,,,,,,,,,,,,,,,lb,,
zodiac-sign-necklace-pisces,Zodiac Sign Necklace Pisces,Zodiac Sign Necklace,MONA ASSEMI ,Zodiac Necklaces,necklace,true,Title,Default Title,,,,,"",0.0,,-7,deny,manual,288.00,,true,true,"",https://cdn.shopify.com/s/files/1/0755/2497/products/MonaAssemi0234.JPG?v=1447706681,1,,false,,,,,,,,,,,,,,,,,lb,,
persian-silver-coin-earrings,Persian Silver coin Earrings,Persian Silver coin Earrings,MONA ASSEMI ,"","accessories, earings",false,Title,Default Title,,,,,"",0.0,,1,deny,manual,0.00,,true,true,"",https://cdn.shopify.com/s/files/1/0755/2497/products/MonaAssemi0229.JPG?v=1447706470,1,,false,,,,,,,,,,,,,,,,,lb,,
persian-necklace-silver,Persian Necklace Silver,Persian Necklace Silver,MONA ASSEMI ,"","accessories, necklace",false,Title,Default Title,,,,,"",0.0,,1,deny,manual,0.00,,true,true,"",https://cdn.shopify.com/s/files/1/0755/2497/products/MonaAssemi0231_copy.jpg?v=1447706405,1,,false,,,,,,,,,,,,,,,,,lb,,
persian-earings-14k-gold-plated,Persian Earings 14k Gold Plated,Persian Earings 14k Gold Plated,MONA ASSEMI ,"","accessories, earings",false,Title,Default Title,,,,,"",0.0,,1,deny,manual,0.00,,true,true,"",https://cdn.shopify.com/s/files/1/0755/2497/products/MonaAssemi0228.JPG?v=1447706351,1,,false,,,,,,,,,,,,,,,,,lb,,
persian-earings-silver,Persian Earings Silver,Persian Earings Silver,MONA ASSEMI ,"","",false,Title,Default Title,,,,,"",0.0,,1,deny,manual,0.00,,true,true,"",https://cdn.shopify.com/s/files/1/0755/2497/products/MonaAssemi0227.JPG?v=1447706281,1,,false,,,,,,,,,,,,,,,,,lb,,
silver-plated-swirl-earrings,silver plated swirl earrings,"<meta charset=""utf-8""><span>silver plated swirl earrings</span>",MONA ASSEMI ,"",earings,true,Title,Default Title,,,,,"",0.0,,1,deny,manual,268.00,,true,true,"",https://cdn.shopify.com/s/files/1/0755/2497/products/MonaAssemi0225.JPG?v=1443647274,1,,false,,,,,,,,,,,,,,,,,lb,,
gold-swirl-earrings,gold swirl earrings.,"<meta charset=""utf-8""><span>gold swirl earrings.</span>",MONA ASSEMI ,"",earings,true,Title,Default Title,,,,,"",0.0,,1,deny,manual,268.00,,true,true,"",https://cdn.shopify.com/s/files/1/0755/2497/products/MonaAssemi0222.JPG?v=1443647203,1,,false,,,,,,,,,,,,,,,,,lb,,
rose-gold-swirl-earrings,rose gold swirl earrings,rose gold swirl earrings,MONA ASSEMI ,"",earings,true,Title,Default Title,,,,,"",0.0,,1,deny,manual,268.00,,true,true,"",https://cdn.shopify.com/s/files/1/0755/2497/products/IYyOw9DBXKEdcr9zaL9UmdOui5xo8eVicqOwrts2ZmU.jpg?v=1450249450,1,,false,,,,,,,,,,,,,,,,,lb,,
14-kt-gold-plated-earrings-2,14 kt gold plated earrings,"<meta charset=""utf-8""><span>14 kt gold plated earrings</span>",MONA ASSEMI ,"",earings,false,Title,Default Title,,,,,"",0.0,,1,deny,manual,325.00,,true,true,"",https://cdn.shopify.com/s/files/1/0755/2497/products/MonaAssemi0220_1024x1024_c1909e6f-0ada-4e7e-96af-873f56cf15c0.jpg?v=1450254071,1,,false,,,,,,,,,,,,,,,,,lb,,
14-kt-gold-plated-earrings-1,14 kt gold plated earrings,"<meta charset=""utf-8""><span>14 kt gold plated earrings</span>",MONA ASSEMI ,"",earings,false,Title,Default Title,,,,,"",0.0,,1,deny,manual,288.00,,true,true,"",https://cdn.shopify.com/s/files/1/0755/2497/products/MonaAssemi0219.jpg?v=1443647019,1,,false,,,,,,,,,,,,,,,,,lb,,
14-kt-gold-plated-earrings,14 kt gold plated earrings,"<meta charset=""utf-8""><span>14 kt gold plated earrings. </span>",MONA ASSEMI ,"",earings,false,Title,Default Title,,,,,"",0.0,,1,deny,manual,388.00,,true,true,"",https://cdn.shopify.com/s/files/1/0755/2497/products/MonaAssemi0218.JPG?v=1443646967,1,,false,,,,,,,,,,,,,,,,,lb,,
rose-gold-earrings,rose gold earrings,rose gold earrings,MONA ASSEMI ,"",earings,true,Title,Default Title,,,,,"",0.0,,1,deny,manual,388.00,,true,true,"",https://cdn.shopify.com/s/files/1/0755/2497/products/MonaAssemi0217.jpg?v=1443646897,1,,false,,,,,,,,,,,,,,,,,lb,,
gunmetal-earrings,gunmetal earrings,"<meta charset=""utf-8""><span>gunmetal earrings</span>",MONA ASSEMI ,"",earings,true,Title,Default Title,,,,,"",0.0,,1,deny,manual,388.00,,true,true,"",https://cdn.shopify.com/s/files/1/0755/2497/products/MonaAssemi0216.jpg?v=1443646827,1,,false,,,,,,,,,,,,,,,,,lb,,
14-kt-gold-earrings-with-clear-swarovski,14 kt gold earrings with clear swarovski,14 kt gold earrings with clear swarovski,MONA ASSEMI ,"",earings,true,Title,Default Title,,,,,"",0.0,,1,deny,manual,298.00,,true,true,"",https://cdn.shopify.com/s/files/1/0755/2497/products/MonaAssemi0214.jpg?v=1443646719,1,,false,,,,,,,,,,,,,,,,,lb,,
14-kt-gold-earrings-with-clear-swarovski,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0755/2497/products/MonaAssemi0215.jpg?v=1443646721,2,,,,,,,,,,,,,,,,,,,,,
rose-gold-hoop-earrings-1,rose gold hoop earrings.,"<meta charset=""utf-8""><span>rose gold hoop earrings.</span>",MONA ASSEMI ,"",earings,true,Title,Default Title,,,,,"",0.0,,1,deny,manual,225.00,,true,true,"",https://cdn.shopify.com/s/files/1/0755/2497/products/MonaAssemi0213.jpg?v=1443646644,1,,false,,,,,,,,,,,,,,,,,lb,,
silver-hoop-earrings,silver hoop earrings.,"<meta charset=""utf-8""><span>silver hoop earrings. </span>",MONA ASSEMI ,"",earings,true,Title,Default Title,,,,,"",0.0,,0,deny,manual,225.00,,true,true,"",https://cdn.shopify.com/s/files/1/0755/2497/products/MonaAssemi0212.jpg?v=1443646612,1,,false,,,,,,,,,,,,,,,,,lb,,
14-kt-plated-hoop-gold-earrings,14 kt plated hoop gold earrings.,"<meta charset=""utf-8""><span>14 kt plated hoop gold earrings.</span>",MONA ASSEMI ,"",earings,true,Title,Default Title,,,,,"",0.0,,1,deny,manual,225.00,,true,true,"",https://cdn.shopify.com/s/files/1/0755/2497/products/MonaAssemi0211.jpg?v=1443646576,1,,false,,,,,,,,,,,,,,,,,lb,,
rose-gold-hoop-earrings,rose gold hoop earrings,"<meta charset=""utf-8""><span>rose gold hoop earrings</span>",MONA ASSEMI ,"",earings,true,Title,Default Title,,,,,"",0.0,,1,deny,manual,248.00,,true,true,"",https://cdn.shopify.com/s/files/1/0755/2497/products/MonaAssemi0210.jpg?v=1443646510,1,,false,,,,,,,,,,,,,,,,,lb,,
gold-statement-earrings,Gold statement earrings,Gold statement earrings,MONA ASSEMI ,"",earings,true,Title,Default Title,,,,,"",0.0,,1,deny,manual,410.00,,true,true,"",https://cdn.shopify.com/s/files/1/0755/2497/products/MonaAssemi209.jpg?v=1443646428,1,,false,,,,,,,,,,,,,,,,,lb,,
14-kt-gold-hoop-earrings-with-amber-colored-swarovski-crystal-on-inside,14 kt gold hoop earrings with amber colored swarovski crystal on inside,"<meta charset=""utf-8""><span>14 kt gold hoop earrings with amber colored swarovski crystal on inside</span>",MONA ASSEMI ,"",earings,true,Title,Default Title,,,,,"",0.0,,1,deny,manual,388.00,,true,true,"",https://cdn.shopify.com/s/files/1/0755/2497/products/MonaAssemi0208.jpg?v=1443646299,1,,false,,,,,,,,,,,,,,,,,lb,,
rose-gold-hoop-earrings-with-orange-swarovski-crystal-on-inside,rose gold hoop earrings with órange swarovski crystal on inside,"<meta charset=""utf-8""><span>rose gold hoop earrings with órange swarovski crystal on inside</span>",MONA ASSEMI ,"",earings,true,Title,Default Title,,,,,"",0.0,,1,deny,manual,388.00,,true,true,"",https://cdn.shopify.com/s/files/1/0755/2497/products/MonaAssemi0207.jpg?v=1443646263,1,,false,,,,,,,,,,,,,,,,,lb,,
silver-plated-hoop-earrings-with-clear-swarovski-crystal-on-inside,silver plated hoop earrings with clear swarovski crystal on inside,"<meta charset=""utf-8""><span>silver plated hoop earrings with clear swarovski crystal on inside</span>",MONA ASSEMI ,"",earings,true,Title,Default Title,,,,,"",0.0,,1,deny,manual,388.00,,true,true,"",https://cdn.shopify.com/s/files/1/0755/2497/products/MonaAssemi0206.JPG?v=1443646204,1,,false,,,,,,,,,,,,,,,,,lb,,
rose-gold-earrings-with-clear-swarovski-crystal-on-inside,rose gold earrings with clear swarovski crystal on inside,"<meta charset=""utf-8""><span>rose gold earrings with clear swarovski crystal on inside</span>",MONA ASSEMI ,"",earings,true,Title,Default Title,,,,,"",0.0,,1,deny,manual,388.00,,true,true,"",https://cdn.shopify.com/s/files/1/0755/2497/products/MonaAssemi0205.jpg?v=1443646070,1,,false,,,,,,,,,,,,,,,,,lb,,
gunmetal-earrings-with-clear-swarovski-crysta-on-inside,gunmetal earrings with clear swarovski crystal on inside.,"<meta charset=""utf-8""><span>gunmetal earrings with clear swarovski crystal on inside.</span>",MONA ASSEMI ,"",earings,true,Title,Default Title,,,,,"",0.0,,1,deny,manual,388.00,,true,true,"",https://cdn.shopify.com/s/files/1/0755/2497/products/MonaAssemi0203_grande_3183adea-ed8c-4c0d-8b57-63c0815156ad.JPG?v=1450251220,1,,false,,,,,,,,,,,,,,,,,lb,,
14-kt-gold-hoop-clip-on-earrings,14 kt gold hoop clip on earrings,14 kt gold hoop clip on earrings,MONA ASSEMI ,"",earings,true,Title,Default Title,,,,,"",0.0,,1,deny,manual,198.00,,true,true,"",https://cdn.shopify.com/s/files/1/0755/2497/products/MonaAssemi0202.jpg?v=1443645965,1,,false,,,,,,,,,,,,,,,,,lb,,
rose-gold-hoop-clip-on-earrings,rose gold hoop clip on earrings,"<meta charset=""utf-8""><span>rose gold hoop clip on earrings</span>",MONA ASSEMI ,"",earings,true,Title,Default Title,,,,,"",0.0,,1,deny,manual,198.00,,true,true,"",https://cdn.shopify.com/s/files/1/0755/2497/products/MonaAssemi0200_1024x1024_e6c01dd8-823e-4ebc-8db6-cc41e82995c8.jpg?v=1450252555,1,,false,,,,,,,,,,,,,,,,,lb,,
14-kt-plated-gold-earring-hoops,14 kt plated gold earring hoops,"<meta charset=""utf-8""><span>14 kt plated gold earring hoops</span>",MONA ASSEMI ,"",earings,true,Title,Default Title,,,,,"",0.0,,1,deny,manual,398.00,,true,true,"",https://cdn.shopify.com/s/files/1/0755/2497/products/MonaAssemi0199.JPG?v=1443645847,1,,false,,,,,,,,,,,,,,,,,lb,,
rose-gold-earrings-with-green-swarovski-crystal,rose gold earrings with green swarovski crystal,"<meta charset=""utf-8""><span>rose gold earrings with green swarovski crystal</span>",MONA ASSEMI ,"",earings,true,Title,Default Title,,,,,"",0.0,,1,deny,manual,298.00,,true,true,"",https://cdn.shopify.com/s/files/1/0755/2497/products/MonaAssemi0198.jpg?v=1443645805,1,,false,,,,,,,,,,,,,,,,,lb,,
14-kt-plated-earrings-with-poms,14 kt plated earrings with poms,14 kt plated earrings with poms,MONA ASSEMI ,"",earings,false,Title,Default Title,,,,,"",0.0,,1,deny,manual,298.00,,true,true,"",https://cdn.shopify.com/s/files/1/0755/2497/products/MonaAssemi0197.jpg?v=1450255758,1,,false,,,,,,,,,,,,,,,,,lb,,
rose-gold-plated-earrings,rose gold plated earrings,"<meta charset=""utf-8""><span>rose gold plated earrings</span>",MONA ASSEMI ,"",earings,true,Title,Default Title,,,,,"",0.0,,1,deny,manual,368.00,,true,true,"",https://cdn.shopify.com/s/files/1/0755/2497/products/MonaAssemi0196.jpg?v=1443645718,1,,false,,,,,,,,,,,,,,,,,lb,,
